pano_id,lat,lon,filename,,,,id
'1zimYLq6w691Ohag4DYkjQ,24.16358557,120.6413524,'1zimYLq6w691Ohag4DYkjQ.jpg,,,,48
'1zuH4dMSMv3_YNaUqCTjKA,24.16670929,120.6434232,'1zuH4dMSMv3_YNaUqCTjKA.jpg,,,,49
'2-UR6POT2R0xQmqeT3iNdg,24.18381974,120.6523285,'2-UR6POT2R0xQmqeT3iNdg.jpg,,,,50
'21kZUx0AjT_2rUEZTFkjIw,24.17795848,120.6524052,'21kZUx0AjT_2rUEZTFkjIw.jpg,,,,51
'22H_0kpJOcQ6mE-ZZCYEow,24.18630298,120.6456329,'22H_0kpJOcQ6mE-ZZCYEow.jpg,,,,52
'27cZLGjOrn41S9MLrSI5mA,24.17916128,120.6400746,'27cZLGjOrn41S9MLrSI5mA.jpg,,,,53
'2BtnGtK310J4ygLvAcEdOQ,24.17939697,120.6443657,'2BtnGtK310J4ygLvAcEdOQ.jpg,,,,54
'2CpxwXkhqhlwUe9SqEBWhA,24.17856426,120.6442117,'2CpxwXkhqhlwUe9SqEBWhA.jpg,,,,55
'2F9nXjVQazf1_nJCFQojWQ,24.16672919,120.6401912,'2F9nXjVQazf1_nJCFQojWQ.jpg,,,,56
'2g3u_Gi1wUlLP_ZVOZNt3Q,24.18719237,120.642254,'2g3u_Gi1wUlLP_ZVOZNt3Q.jpg,,,,57
'2GN4nehutDt9w8AXPNoCNg,24.16411159,120.6394622,'2GN4nehutDt9w8AXPNoCNg.jpg,,,,58
'2GrbDdxvs90rCA7o_vOkfA,24.18773334,120.6427022,'2GrbDdxvs90rCA7o_vOkfA.jpg,,,,59
'2hk0YDxoH9UuLiGkZoTojA,24.17680809,120.6517314,'2hk0YDxoH9UuLiGkZoTojA.jpg,,,,60
'2IhO9TeMBra5im_L-92pDw,24.18126394,120.648251,'2IhO9TeMBra5im_L-92pDw.jpg,,,,61
'2iMyg0QJ0a9UNQqWPo4vLw,24.1798373,120.6525079,'2iMyg0QJ0a9UNQqWPo4vLw.jpg,,,,62
'2KjtLQYmtzahX0b9Wzo_Gw,24.16690528,120.6438072,'2KjtLQYmtzahX0b9Wzo_Gw.jpg,,,,63
'2M6Yoy4KCFu_q6B3zIj7Fg,24.18170285,120.6532337,'2M6Yoy4KCFu_q6B3zIj7Fg.jpg,,,,64
'2m9tuT2giK4jC6Wl4OMivA,24.18332552,120.6466833,'2m9tuT2giK4jC6Wl4OMivA.jpg,,,,65
'2PETBaU5II_nZztlv_iURA,24.18050316,120.6515931,'2PETBaU5II_nZztlv_iURA.jpg,,,,66
'2qhSw2X0XnzhzSu3K1uJjw,24.1782379,120.6514032,'2qhSw2X0XnzhzSu3K1uJjw.jpg,,,,67
'2RzX0KMj-r7SHpW_1oDHhA,24.16515153,120.6438861,'2RzX0KMj-r7SHpW_1oDHhA.jpg,,,,68
'2tdLcAzn6wD6hoV7jMXejw,24.18613887,120.6517975,'2tdLcAzn6wD6hoV7jMXejw.jpg,,,,69
'2uFetxgyal4ZttH460Pxvg,24.183564,120.644029,'2uFetxgyal4ZttH460Pxvg.jpg,,,,70
'2v0d5BiLP7mWyqtB5mJ9Vw,24.17991627,120.6488192,'2v0d5BiLP7mWyqtB5mJ9Vw.jpg,,,,71
'2y2ozgctEYkayTG9bf4NDw,24.18638691,120.6458639,'2y2ozgctEYkayTG9bf4NDw.jpg,,,,72
'2y3A9Mu6PGyOtc_zLt0Vuw,24.1813132,120.647424,'2y3A9Mu6PGyOtc_zLt0Vuw.jpg,,,,73
'2yyCR9IQd4vQOoblzX8MUA,24.18075863,120.643137,'2yyCR9IQd4vQOoblzX8MUA.jpg,,,,74
'3040M6sVDWjFCMASigQa2A,24.18032253,120.6541977,'3040M6sVDWjFCMASigQa2A.jpg,,,,75
'30MLVmVPyRVHGkQPkVTTjg,24.18319422,120.6457108,'30MLVmVPyRVHGkQPkVTTjg.jpg,,,,76
'35GuVm9emLoIrMSJqUM8MA,24.17756563,120.6435762,'35GuVm9emLoIrMSJqUM8MA.jpg,,,,77
'3E63YY-_Zp9gM4RDv8AJ-w,24.18416209,120.6480796,'3E63YY-_Zp9gM4RDv8AJ-w.jpg,,,,78
'3I46jPSINFaGioLba9x4wQ,24.16721304,120.6430885,'3I46jPSINFaGioLba9x4wQ.jpg,,,,79
'3jkWv7SIOc9GnoKOuhh6rQ,24.18030637,120.6421698,'3jkWv7SIOc9GnoKOuhh6rQ.jpg,,,,80
'3joc3PsLOeM0IGg3Z56Hog,24.18549002,120.6425493,'3joc3PsLOeM0IGg3Z56Hog.jpg,,,,81
'3lVHDEIIQCAE7Da6oh-ALA,24.17600673,120.6469408,'3lVHDEIIQCAE7Da6oh-ALA.jpg,,,,82
'3Ma9heee2N8S0SU7wCEV2w,24.18050878,120.6403665,'3Ma9heee2N8S0SU7wCEV2w.jpg,,,,83
'3nsI7SAuWzVcar5Pn4s_EQ,24.18364944,120.6436803,'3nsI7SAuWzVcar5Pn4s_EQ.jpg,,,,84
'3qKZ4CUadGSdtT7CCXUCKw,24.17844411,120.6472126,'3qKZ4CUadGSdtT7CCXUCKw.jpg,,,,85
'3SE6r_86g6s18hiU3HF4iw,24.1760999,120.643603,'3SE6r_86g6s18hiU3HF4iw.jpg,,,,86
'3sJiqqjY7NC7Vofv-1oqVg,24.18487404,120.6539153,'3sJiqqjY7NC7Vofv-1oqVg.jpg,,,,87
'3xJKrmbE_pQ8GrRvPUFFxw,24.1846624,120.6408171,'3xJKrmbE_pQ8GrRvPUFFxw.jpg,,,,88
'46nKW-zvZrjxD0ov7U2mkw,24.18718327,120.6415184,'46nKW-zvZrjxD0ov7U2mkw.jpg,,,,89
'470uzUrJTiAbWD-YhIloLw,24.18347886,120.649144,'470uzUrJTiAbWD-YhIloLw.jpg,,,,90
'4AshyKWD-VbgZIQPlS8uRg,24.17790894,120.6494178,'4AshyKWD-VbgZIQPlS8uRg.jpg,,,,91
'4aWjqd9xlXU5Tr7SZBmxiA,24.1674062,120.6438904,'4aWjqd9xlXU5Tr7SZBmxiA.jpg,,,,92
'4gQ8_SZwdpFMplytkqrhxg,24.18182791,120.6449671,'4gQ8_SZwdpFMplytkqrhxg.jpg,,,,93
'4HV_NAdniLZoIK1UsDT29A,24.18760844,120.6445374,'4HV_NAdniLZoIK1UsDT29A.jpg,,,,94
'4OEFu5Yvp_b2YjXzG9TMtw,24.16400444,120.6436454,'4OEFu5Yvp_b2YjXzG9TMtw.jpg,,,,95
'4QumI1FUH4GlvtoaZJU-_A,24.17795755,120.6483722,'4QumI1FUH4GlvtoaZJU-_A.jpg,,,,96
'4RNA0tofJ2dqFGP4g9QndQ,24.16662726,120.6422943,'4RNA0tofJ2dqFGP4g9QndQ.jpg,,,,97
'4sgPF2qbfCpx5HntOtRNzQ,24.1811988,120.6481264,'4sgPF2qbfCpx5HntOtRNzQ.jpg,,,,98
'4TpV5ZgpqETXCDjddEv97A,24.1769258,120.644625,'4TpV5ZgpqETXCDjddEv97A.jpg,,,,99
'4u4kwc_JqS558loGmRreHQ,24.16565938,120.6405729,'4u4kwc_JqS558loGmRreHQ.jpg,,,,100
'4VjMUVEIHKifFgaqKyK_JA,24.16494523,120.6403919,'4VjMUVEIHKifFgaqKyK_JA.jpg,,,,101
'4wyhTe6eWUDxF8n1usXAnQ,24.18389379,120.649049,'4wyhTe6eWUDxF8n1usXAnQ.jpg,,,,102
'4ZJF0w5peAVzu_xBDd1gxw,24.18204058,120.6511622,'4ZJF0w5peAVzu_xBDd1gxw.jpg,,,,103
'4zRe2UW6Sf8ufaQ2T2CKUg,24.16328579,120.6420044,'4zRe2UW6Sf8ufaQ2T2CKUg.jpg,,,,104
'53eoyXNFqX-tWV98jU1Vsg,24.17666965,120.6433086,'53eoyXNFqX-tWV98jU1Vsg.jpg,,,,105
'54YDH4CZimewnZ3ztBiNLw,24.17669891,120.6406682,'54YDH4CZimewnZ3ztBiNLw.jpg,,,,106
'55VnNwfHvUyJU8kXCkPtaw,24.18188389,120.6526254,'55VnNwfHvUyJU8kXCkPtaw.jpg,,,,107
'5AfVcq6lOGkGrXPO4KbH6A,24.17772981,120.6437624,'5AfVcq6lOGkGrXPO4KbH6A.jpg,,,,108
'5eRJxdH7HdFjZ8R4Mux39A,24.18100701,120.645889,'5eRJxdH7HdFjZ8R4Mux39A.jpg,,,,109
'5jt_m7KHo_EmOjZj3Z7sAg,24.17913401,120.642946,'5jt_m7KHo_EmOjZj3Z7sAg.jpg,,,,110
'5LcY1pj9F0l7pWF7TL4nnQ,24.18354647,120.6520476,'5LcY1pj9F0l7pWF7TL4nnQ.jpg,,,,111
'5mJdOBwGFC8CGdqHExYtjg,24.18052913,120.6488137,'5mJdOBwGFC8CGdqHExYtjg.jpg,,,,112
'5nqRlCNVF7Hz1wlNs2mWBA,24.17628349,120.6419904,'5nqRlCNVF7Hz1wlNs2mWBA.jpg,,,,113
'5NwKSEZDqpNVRE1spQc3Jw,24.17774469,120.6496879,'5NwKSEZDqpNVRE1spQc3Jw.jpg,,,,114
'5qguAV5s7_CIk9kIij9PiQ,24.18064065,120.6420691,'5qguAV5s7_CIk9kIij9PiQ.jpg,,,,115
'5SFN-9oGYjP8cadaZudV8A,24.18464941,120.6412287,'5SFN-9oGYjP8cadaZudV8A.jpg,,,,116
'5v-0yzLMq4Eo1BSJQfIByA,24.18323294,120.6428785,'5v-0yzLMq4Eo1BSJQfIByA.jpg,,,,117
'5v5ep6UwbpDGsW0PRF_U_w,24.16684879,120.640936,'5v5ep6UwbpDGsW0PRF_U_w.jpg,,,,118
'5VYC41yKjFaHCX6RazyCwQ,24.17663787,120.6533335,'5VYC41yKjFaHCX6RazyCwQ.jpg,,,,119
'5ymBP3ROEmSVK1-vuH7tzQ,24.1670082,120.6416594,'5ymBP3ROEmSVK1-vuH7tzQ.jpg,,,,120
'5YvTB4IhC3pN_R05d0JAmQ,24.17874776,120.6521825,'5YvTB4IhC3pN_R05d0JAmQ.jpg,,,,121
'60TS2cOPYWPz5pln4FqToA,24.18039691,120.6517271,'60TS2cOPYWPz5pln4FqToA.jpg,,,,122
'63GtKiY9j26ugYLLKcC2vQ,24.16342231,120.6433961,'63GtKiY9j26ugYLLKcC2vQ.jpg,,,,123
'63HrukYym0d1kRoHMLYoDg,24.17829352,120.643408,'63HrukYym0d1kRoHMLYoDg.jpg,,,,124
'69v9eEKa4IZzq2wvqK1b8Q,24.18111477,120.654059,'69v9eEKa4IZzq2wvqK1b8Q.jpg,,,,125
'6BPOf9lbsD9kfF-4OcCzzQ,24.18215959,120.6520873,'6BPOf9lbsD9kfF-4OcCzzQ.jpg,,,,126
'6Dbt92i3TFgr9PpGwgjOOg,24.18330963,120.6507842,'6Dbt92i3TFgr9PpGwgjOOg.jpg,,,,127
'6ivlmP0d2RK1MOEkCIBvqw,24.18727183,120.6455529,'6ivlmP0d2RK1MOEkCIBvqw.jpg,,,,128
'6L7i2-uq9tXCtT_rkjXIzA,24.17788257,120.6485393,'6L7i2-uq9tXCtT_rkjXIzA.jpg,,,,129
'6LavpxP-930to0CiGp8sGA,24.18050736,120.645799,'6LavpxP-930to0CiGp8sGA.jpg,,,,130
'6n6b-Bhamrbkkf7xaGuynA,24.18038404,120.6451313,'6n6b-Bhamrbkkf7xaGuynA.jpg,,,,131
'6nEDZWolstqpBg08GgkksA,24.16347593,120.6414524,'6nEDZWolstqpBg08GgkksA.jpg,,,,132
'6PjA3-ojmBz9wSCg-06yuw,24.18321302,120.6420868,'6PjA3-ojmBz9wSCg-06yuw.jpg,,,,133
'6RuQPBDZZvEEA_ExNJ8AMw,24.17970042,120.6460194,'6RuQPBDZZvEEA_ExNJ8AMw.jpg,,,,134
'6tpp8VIlyTMMUj4ozgFatQ,24.18572523,120.6460285,'6tpp8VIlyTMMUj4ozgFatQ.jpg,,,,135
'6V6k5icDAaSzpv0gyYoqNw,24.17708569,120.6412929,'6V6k5icDAaSzpv0gyYoqNw.jpg,,,,136
'6wFXxBfZEhBNAJiOAF8QRw,24.1636395,120.6398406,'6wFXxBfZEhBNAJiOAF8QRw.jpg,,,,137
'6x3sJ9AsWHw9yoFOOVIQow,24.1796432,120.6434723,'6x3sJ9AsWHw9yoFOOVIQow.jpg,,,,138
'71T8ARXLquSin_D_xquP9Q,24.16575718,120.6438959,'71T8ARXLquSin_D_xquP9Q.jpg,,,,139
'77zEFdDcH6LMDftX6ihw0A,24.17737316,120.6425636,'77zEFdDcH6LMDftX6ihw0A.jpg,,,,140
'7Dd2pptW73pN2CCCO6wS9w,24.18134032,120.6460988,'7Dd2pptW73pN2CCCO6wS9w.jpg,,,,141
'7dtbJTYMleTyJvvDQeb98A,24.16556963,120.6432628,'7dtbJTYMleTyJvvDQeb98A.jpg,,,,142
'7fW7yI9_kBTSsloLwfPeLw,24.17673519,120.6466271,'7fW7yI9_kBTSsloLwfPeLw.jpg,,,,143
'7GyrdLsxvq1CCLeLb79Ylg,24.17906741,120.6427272,'7GyrdLsxvq1CCLeLb79Ylg.jpg,,,,144
'7K6qF3MrteR_a1f6DR1HSw,24.17854937,120.6475084,'7K6qF3MrteR_a1f6DR1HSw.jpg,,,,145
'7OpkzZeDutAquS9C9GNIVg,24.17772699,120.6402523,'7OpkzZeDutAquS9C9GNIVg.jpg,,,,146
'7Or7k0SFpMB9th8rMMd_xA,24.1858748,120.6445226,'7Or7k0SFpMB9th8rMMd_xA.jpg,,,,147
'7ueVVcRLBpb-iA9VL_YGeA,24.17772288,120.6545255,'7ueVVcRLBpb-iA9VL_YGeA.jpg,,,,148
'7zeQNCL2pCqSBx_5f4n3wA,24.17746813,120.6450898,'7zeQNCL2pCqSBx_5f4n3wA.jpg,,,,149
'7_4EyN5z4EFBCyLuJbb5fg,24.18026795,120.6432676,'7_4EyN5z4EFBCyLuJbb5fg.jpg,,,,150
'81hyYiHCLCaQRa83EFggEg,24.17947366,120.6528251,'81hyYiHCLCaQRa83EFggEg.jpg,,,,151
'8eRKLDlqAZei8DNeRkFqfg,24.18513399,120.6440421,'8eRKLDlqAZei8DNeRkFqfg.jpg,,,,152
'8G2HWAMJSDgAw9tyc81MIw,24.1866174,120.6417587,'8G2HWAMJSDgAw9tyc81MIw.jpg,,,,153
'8Hxq074qXNv-biw42rTcTQ,24.17703782,120.6419497,'8Hxq074qXNv-biw42rTcTQ.jpg,,,,154
'8KyW2Gmv-13bEQ_ka6KEyw,24.16319195,120.6439176,'8KyW2Gmv-13bEQ_ka6KEyw.jpg,,,,155
'8K_Vbq4AhU4pdux5ifz88A,24.18289965,120.6437922,'8K_Vbq4AhU4pdux5ifz88A.jpg,,,,156
'8lPAS0xUcWjQRl1C0MbukQ,24.18010327,120.6478854,'8lPAS0xUcWjQRl1C0MbukQ.jpg,,,,157
'8MLb9FJs9lHlLT7kVw1GNw,24.18682845,120.6432498,'8MLb9FJs9lHlLT7kVw1GNw.jpg,,,,158
'8SiMFB2V9UwQ0WLN7OXTuA,24.18448768,120.6453201,'8SiMFB2V9UwQ0WLN7OXTuA.jpg,,,,159
'8t2micUjG5gqVxkgfok62w,24.18788461,120.6548383,'8t2micUjG5gqVxkgfok62w.jpg,,,,160
'8yDFgQzDJDsPgl_vhOpeSA,24.18117537,120.6531503,'8yDFgQzDJDsPgl_vhOpeSA.jpg,,,,161
'8YMkyGuX3OlkWieI4RfOWg,24.17654346,120.6477102,'8YMkyGuX3OlkWieI4RfOWg.jpg,,,,162
'8_JGD6O_Wg6r20M2gJSCpg,24.18519254,120.6411904,'8_JGD6O_Wg6r20M2gJSCpg.jpg,,,,163
'9-j5LwrRjctWgRmV6QttLg,24.18226625,120.6444166,'9-j5LwrRjctWgRmV6QttLg.jpg,,,,164
'93hLp2O0-pC5uu_ch_yyCg,24.16704391,120.6428401,'93hLp2O0-pC5uu_ch_yyCg.jpg,,,,165
'99A-exo_nfsFN7IVolStTw,24.18719983,120.6409377,'99A-exo_nfsFN7IVolStTw.jpg,,,,166
'9AYrQ-vALdACWrxoT3vWLw,24.16368227,120.639297,'9AYrQ-vALdACWrxoT3vWLw.jpg,,,,167
'9DtghTTJLNp7a9mq7flKBw,24.18703286,120.6417828,'9DtghTTJLNp7a9mq7flKBw.jpg,,,,168
'9EGlEy2kqgLvksOI1e0Tjg,24.17771632,120.6413073,'9EGlEy2kqgLvksOI1e0Tjg.jpg,,,,169
'9heesY02l73NnfNFlgSHuw,24.17983414,120.6439734,'9heesY02l73NnfNFlgSHuw.jpg,,,,170
'9Jhj8PH7u_ttSVGyHiuuoQ,24.18645499,120.6405814,'9Jhj8PH7u_ttSVGyHiuuoQ.jpg,,,,171
'9K9SqwOBz6yz0qUurtCDhg,24.17995538,120.641511,'9K9SqwOBz6yz0qUurtCDhg.jpg,,,,172
'9KJUrc4BWDCkc-9tRzR60A,24.1834864,120.6510465,'9KJUrc4BWDCkc-9tRzR60A.jpg,,,,173
'9labNc8uu1zWx-ls4UekRQ,24.18707318,120.6521382,'9labNc8uu1zWx-ls4UekRQ.jpg,,,,174
'9mEws-xLFa7iYUK8w2Jbjw,24.16403458,120.6408069,'9mEws-xLFa7iYUK8w2Jbjw.jpg,,,,175
'9QsXJA_bhqytM-SCmvs-Fw,24.16661979,120.643702,'9QsXJA_bhqytM-SCmvs-Fw.jpg,,,,176
'9Ra0S_jcNZmqyPK5MR0dpg,24.17608445,120.6500984,'9Ra0S_jcNZmqyPK5MR0dpg.jpg,,,,177
'9u3fBZZGIVpwa9U9DhqCew,24.18005367,120.6416886,'9u3fBZZGIVpwa9U9DhqCew.jpg,,,,178
'9YaKC_iQn_SjKE8CasmLvw,24.18053499,120.6443284,'9YaKC_iQn_SjKE8CasmLvw.jpg,,,,179
'9ZnEtjCKGhm_mmPeFntKTQ,24.18098865,120.6427706,'9ZnEtjCKGhm_mmPeFntKTQ.jpg,,,,180
'a13nnmTaLRWOVI5quTnpcw,24.17984368,120.6466222,'a13nnmTaLRWOVI5quTnpcw.jpg,,,,181
'a4dt0g0qBG3You5PB3uk3Q,24.18503892,120.651549,'a4dt0g0qBG3You5PB3uk3Q.jpg,,,,182
'a5CGck43pn8M9LhNM9lc2w,24.17693785,120.6462826,'a5CGck43pn8M9LhNM9lc2w.jpg,,,,183
'a6wj0iEtNbs3qYJycXWyXQ,24.183389,120.6506838,'a6wj0iEtNbs3qYJycXWyXQ.jpg,,,,184
'AbuhzPwuVdI0vp7aTO5fnA,24.17868236,120.647039,'AbuhzPwuVdI0vp7aTO5fnA.jpg,,,,185
'aCQVrunH81m3zlt8VfjgVg,24.1649994,120.6418215,'aCQVrunH81m3zlt8VfjgVg.jpg,,,,186
'adDZ1GAJ7d3iQJu4iI1SEw,24.17963614,120.6468896,'adDZ1GAJ7d3iQJu4iI1SEw.jpg,,,,187
'aF9CtpnVgIEGMu2v-9uQsQ,24.17975236,120.6499819,'aF9CtpnVgIEGMu2v-9uQsQ.jpg,,,,188
'AfyJ7mB59i-q7RwXd7EEqA,24.18441857,120.6549845,'AfyJ7mB59i-q7RwXd7EEqA.jpg,,,,189
'aGD-kPQYCAyex5OWstAqZQ,24.1800534,120.6483006,'aGD-kPQYCAyex5OWstAqZQ.jpg,,,,190
'aHD3LQVEIZiE-8Am0atG3A,24.18009675,120.6427194,'aHD3LQVEIZiE-8Am0atG3A.jpg,,,,191
'aIZLlkoh1vFu0tvfBon9Vw,24.16634686,120.6420105,'aIZLlkoh1vFu0tvfBon9Vw.jpg,,,,192
'Aj6fgnOU-UnIsEPelA0mcw,24.18282514,120.6514047,'Aj6fgnOU-UnIsEPelA0mcw.jpg,,,,193
'AkaCigvmYFQ5zKa5SCcGQw,24.18338554,120.6413619,'AkaCigvmYFQ5zKa5SCcGQw.jpg,,,,194
'AlMZKt32FDCF3yfwRtiKyg,24.18015482,120.6497552,'AlMZKt32FDCF3yfwRtiKyg.jpg,,,,195
'aMp8zXdc9mLIIOjV6Z93uA,24.16716734,120.6435846,'aMp8zXdc9mLIIOjV6Z93uA.jpg,,,,196
'aOBkOOhTyUn81dhT_z42pA,24.1666055,120.642601,'aOBkOOhTyUn81dhT_z42pA.jpg,,,,197
'AOCgSu7g4SuvVCLvAv6GWw,24.17677212,120.6548414,'AOCgSu7g4SuvVCLvAv6GWw.jpg,,,,198
'AOe-xrRfGvgLA78oqtgECA,24.18672657,120.6459817,'AOe-xrRfGvgLA78oqtgECA.jpg,,,,199
'aoLtRvJ5cxdd-0JFXpoRHg,24.17606173,120.6523828,'aoLtRvJ5cxdd-0JFXpoRHg.jpg,,,,200
'apg6nSBC9zxbLu4OCCZV_w,24.17934603,120.6479162,'apg6nSBC9zxbLu4OCCZV_w.jpg,,,,201
'apXa0st6RhqvLAgLlxn2Zw,24.18062774,120.6428491,'apXa0st6RhqvLAgLlxn2Zw.jpg,,,,202
'aQOwz9z4dTLH758HbKewXA,24.17694071,120.6432468,'aQOwz9z4dTLH758HbKewXA.jpg,,,,203
'ARmqkqhL0hb9QlKGzhszIg,24.17813151,120.6510477,'ARmqkqhL0hb9QlKGzhszIg.jpg,,,,204
'At3ouCBNPM9HX5YuhUrzTA,24.18664006,120.6549952,'At3ouCBNPM9HX5YuhUrzTA.jpg,,,,205
